email,website,city,state,profession,phone,country
dive@seminolescuba.com,http://www.seminolescuba.com,"Lake Mary",Florida,"Dive Club","+1 407-333-8856",USA
info@lettsdive.com,https://www.lettsdive.com,"St. Petersburg",Florida,"Dive Club","(727) 273-0000",USA
info@goldcoastscuba.net,http://www.goldcoastscuba.net,Lauderdale-By-The-Sea,Florida,"Dive Club","+1 954-616-5909",USA
sales@piratediver.com,http://www.piratediver.com,"Jacksonville Beach",Florida,"Dive Club","+1 904-270-1747",USA
info@achivers.com,https://achidivers.com,"Wilton Manors",Florida,"Dive Club","+1 954-990-6754",USA
bookhooks@captainhooks.com,http://www.captainhooks.com,"Big Pine Key",Florida,"Dive Club","+1 305-872-9863",USA
info@silentdiving.com,https://silentdiving.com,"Port St. Lucie",Florida,"Dive Club","+1 772-362-3124",USA
m.bondarenko@harats.com,http://miami.harats.com,"Miami Beach",Florida,"Dive Club","+1 786-502-8882",USA
fun@diveventuresscuba.com,http://www.diveventuresscuba.com,Riverview,Florida,"Dive Club","+1 813-440-1517",USA
info@baroneorlando.com,http://www.baroneorlando.com,Orlando,Florida,"Dive Club","+1 407-745-5829",USA
dave@ftldiveteam.com,http://www.ftldiveteam.com,"Fort Lauderdale",Florida,"Dive Club","+1 954-828-4589",USA
