email,company,website,city,state,profession
christie.klimczak@affordabledentures.com,"Affordable Dentures & Implants",https://www.affordabledentures.com,Abilene,Texas,"Denture Care Centre"
d.smith@imagdent.com,iMagDent,http://www.imagdent.com,Abilene,Texas,"Dental radiology"
drwilliams@emergencydentalservice.com,"Emergency Dentist 24/7-Abilene",https://www.emergencydentalservice.com,Abilene,Texas,"Emergency dental service"
smiles@elmcreekabilene.com,"Finley & Runyan",https://abilenefamilydentists.com,Abilene,Texas,"Cosmetic Dentist"
robert@mmainvest.com,"Mills Mccaghren & Associates",http://millsmccaghren.com,Abilene,Texas,"Insurance agency"
whyaflac@aflac.com,"Robin Hicks Insurance",http://aflac.com,Abilene,Texas,"Insurance agency"
pediatrics@amarillooralsurgery.com,"Amarillo Oral & Maxillofacial Surgery & Dental Implants",https://amarillooralsurgery.com,Amarillo,Texas,"Oral surgeon"
sharon.murphy@mdpweb.net,"Kids Dentistree",https://kidsdentistree.com,Amarillo,Texas,"Paediatric Dentist"
periohealth@ivettemplatadds.com,"Ivette M. Plata DDS. MS.",http://www.ivettemplatadds.com,Amarillo,Texas,"Dental implants periodontist"
xrays@panhandleoralsurgery.com,"Panhandle Oral & Maxillofacial Surgery",http://panhandleoralsurgery.com,Amarillo,Texas,"Oral surgeon"
sgelber@healthlinks.net,"Amarillo Emergency Dental Assistance",https://healthlinks.net,Amarillo,Texas,"Emergency dental service"
scheduling@kitsapoms.com,"Amarillo Oral & Maxillofacial Surgery",https://topdentalimplantsurgeons.com,Amarillo,Texas,"Oral Surgeon"
chari725@fielderparkdental.com,"Fielder Park Dental",https://www.fielderparkdental.com,Arlington,Texas,"Dental clinic"
n.blinn@dentalhealtharlington.org,"Dental Health",http://dentalhealtharlington.org,Arlington,Texas,"Dental clinic"
smiles@stephenratcliffdds.com,"Stephen Ratcliff Family & Cosmetic Dentistry",https://www.myarlingtoncosmeticdentist.com,Arlington,Texas,"Cosmetic dentist"
communications@mintdentistry.com,"MINT dentistry | Plano Legacy",https://planolegacy.mintdentistry.com,Plano,Texas,"General dentist"
randolmill@magicdentistry.com,"Randol Mill Family Dentistry",https://www.arlingtontxfamilydentistry.com,Arlington,Texas,"General Dentistry"
smilez@appledentalcenter.com,"Apple Dental Center",http://appledentalcenter.com,Arlington,Texas,"Denture Care Centre"
susan@susanhollar.com,"Hollar Susan DDS",http://www.susanhollar.com,Arlington,Texas,"Cosmetic dentist"
kristi@txpucc.com,"Kings Smile Dental",https://www.conciergeurgentcarefw.com,Arlington,Texas,"Dental clinic"
angela@ikidsdental.com,"iKids Pediatric Dentistry & Orthodontics",https://www.ikidsdental.com,Arlington,Texas,"Paediatric Dentist"
mansfield@fundentist.com,"Drs. Hyde Miller & Associates",http://www.fundentist.com,Arlington,Texas,"Paediatric Dentist"
sk@oakfamilydentist.com,"Oak Dentistry",https://oak-dentistry.com,Arlington,Texas,"Dental clinic"
wheatland@smileasydental.com,"Crest Family Dental & Orthodontics",https://www.smileasydental.com,Arlington,Texas,"Dental clinic"
drbui@nancybuidds.com,"DentalFlossophy - Bui Nancy DDS",http://nancybuidds.com,Arlington,Texas,"Cosmetic dentist"
groovygrins@att.net,"John B. Witte DDS PC",https://groovygrins.com,Arlington,Texas,"Paediatric Dentist"
alegre@dfwtxdentalgroup.com,"Alegre Dental",http://alegredentalsa.com,"San Antonio",Texas,"Dental clinic"
riggst@pacificdentalservices.com,"Pacific Dental Services Dallas Fort Worth Support Office",http://www.pacificdentalservices.com,Irving,Texas,"Dental clinic"
gedc281@greatexpressions.com,"Great Expression Smiles",https://www.greatexpressions.com,"Grand Prairie",Texas,"Dental clinic"
irving@dreamworksdentaldfw.com,"Dreamworks Dental and Orthodontics",https://dreamworksdentalirving.com,Irving,Texas,"Dental clinic"
horizondental@att.net,"Horizon Dental Center",http://www.horizondentaltx.com,Arlington,Texas,"Dental clinic"
ue.chhay.dds@sbcglobal.net,"Advanced Dentistry",http://advanceddentistrytexas.com,"Grand Prairie",Texas,"Dental clinic"
jamie@emergencydentist247.com,"Arlington Emergency Dentist 24/7",https://www.emergencydentist247.com,Arlington,Texas,"Emergency dental service"
fortworth@emergencydental.com,"Emergency Dental Care USA",https://www.emergencydental.com,"Fort Worth",Texas,"Emergency dental service"
dr.schreiber@telechiropractic.org,"Joseph Reed DMD MAGD",http://provider.kareo.com,Arlington,Texas,"General Dentistry"
dgoss@midwest-dental.com,"Midwest Dental",http://www.midwest-dental.com,Arlington,Texas,"General Dentistry"
kelly@austincosmetic.com,"Austin Cosmetic Dentistry by Tejas Patel DDS",https://www.austincosmetic.com,Austin,Texas,"Cosmetic dentist"
mark@austindentalspa.com,"Austin Dental Spa",https://www.austindentalspa.com,Austin,Texas,"Cosmetic dentist"
ashley@thecosmeticdentistsofaustin.com,"The Cosmetic Dentists of Austin",https://thecosmeticdentistsofaustin.com,Austin,Texas,"Cosmetic dentist"
aaedds.rr.@austin.com,"E Dental Group",http://edentalaustin.com,Austin,Texas,"Dental clinic"
riverside@aloha-dental.com,"Aloha Dental",http://www.aloha-dental.com,Austin,Texas,"Dental clinic"
seo360@simpleimpactmedia.com,"Elite Dentistry",https://elite-dentistry.net,Austin,Texas,"Dental clinic"
jack@cosmeticdentistryaustin.com,"Dr. John Schmid D.D.S. LVIF - Contemporary Cosmetic Dentistry",https://www.cosmeticdentistryaustin.com,Austin,Texas,"Cosmetic dentist"
leonor.dominguez@communitycaretx.org,"CommUnityCare: Ben White Dental Clinic",http://communitycaretx.org,Austin,Texas,"Dental clinic"
pmorgan@ctpdkid.com,"Central Texas Pediatric Dentistry",http://www.ctpdkid.com,Austin,Texas,"Paediatric Dentist"
smile@thehillsdentalspa.com,"The Hills Dental Spa - Cosmetic TMJ & General Dentistry",https://thehillsdentalspa.com,Austin,Texas,"Cosmetic dentist"
safd@saustindentist.com,"South Austin Family Dental",http://www.saustindentist.com,Austin,Texas,"Dental clinic"
scheduling@superkidsaustin.com,"Super Kids Austin",https://superkidsaustin.com,Austin,Texas,"Paediatric Dentist"
smile@rpdental.net,"River Place Dental",https://riverplacefamilydental.com,Austin,Texas,"Cosmetic dentist"
totto@kidstoothteam.com,"Kids Tooth Team - South Austin",https://kidstoothteam.com,Austin,Texas,"Paediatric Dentist"
appointments@annmarieolsondds.com,"AnnMarie Olson DDS PA",https://www.austincosmeticexcellence.com,Austin,Texas,"Cosmetic dentist"
drwallace@drjoniwallace.com,"Joni K. Wallace DDS",http://www.drjoniwallace.com,Austin,Texas,"Cosmetic dentist"
smile@counciloakperio.com,"Council Oak Perio: Dental Implants & Periodontics",https://www.counciloakperio.com,Austin,Texas,"Dental implants periodontist"
smile@starlightdentalaustin.com,"StarLight Dental & Orthodontics",http://www.starlightdentalaustin.com,Austin,Texas,"Dental clinic"
smile@waldendentaltx.com,"Walden Dental",https://www.waldendentaltx.com,Austin,Texas,"Cosmetic dentist"
austin@redballoondentistry.com,"Red Balloon Dentistry for Children- Austin",https://www.redballoondentistry.com,Austin,Texas,"Paediatric Dentist"
greenapple@greenappleatx.com,"Green Apple Pediatric Dentistry",https://greenappleatx.com,Austin,Texas,"Paediatric Dentist"
griselda.tretto@ascension.org,"Jeffrey B. Gregerson DMD",https://healthcare.ascension.org,Austin,Texas,"Paediatric Dentist"
lisa@petitedental.com,"Petite Dental & Orthodontics",http://www.petitedental.com,Austin,Texas,"Paediatric Dentist"
mydentist@lifedentistryaustin.com,"Life Dentistry PLLC",http://lifedentistryaustin.com,Austin,Texas,"Dental clinic"
lucas@atxkidsdentist.com,"Austin Pediatric Dentist",http://www.atxkidsdentist.com,Austin,Texas,"Dental clinic"
pflugerville@secure.kids,"Kids Dental Smiles - Cedar Park",https://www.kidsdentalsmiles.com,"Cedar Park",Texas,"Paediatric Dentist"
happyteeth@drpoplin.com,"Poplin Pediatric Dentistry",https://www.austintxpediatricdentist.com,Austin,Texas,"Paediatric Dentist"
angus@rosedental.net,"Nitin Raju DDS MD",https://www.rosedental.net,Austin,Texas,"Oral surgeon"
smile@perchdentistry.com,"Perch Dentistry",http://www.perchdentistry.com,Leander,Texas,"Dental clinic"
info.zapata@lagunadentalortho.com,"LAGUNA DENTAL",http://lagunadentalortho.com,Austin,Texas,"Dental clinic"
south@texasperiodontists.com,"Texas Periodontists",https://www.texasperiodontists.com,Austin,Texas,"Dental implants periodontist"
doc@rosedental.com,"Rose Dental Group",https://rosedental.com,Austin,Texas,"Cosmetic dentist"
tina@michaelbakerdds.com,"Michael Baker DDS",http://michaelbakerdds.com,Austin,Texas,"Cosmetic dentist"
highland@riverydental.com,"Rivery Dental",https://riverydental.com,Austin,Texas,"Dental clinic"
chari@austinperiodontal.com,"Austin Periodontal Associates",http://www.austinperiodontal.com,Austin,Texas,"Dental clinic"
mark.mcpheron@ameritas.com,"Ameritas Group",https://www.ameritas.com,Austin,Texas,"Insurance agency"
pwhite@gofouroaks.com,"Met Life",http://www.gofouroaks.com,Austin,Texas,"Insurance agency"
aaedds@austin.com,"Althea Eggleston DDS",https://altheaegglestondds.com,Austin,Texas,"Cosmetic dentist"
little.rock@oceandental.net,"Alvarez Cedric DDS-Ocean Dental",http://www.oceandental.net,Austin,Texas,"Dental clinic"
arobinson@amdpi.com,"Longhorn Dental Associates",http://www.amdpi.com,Austin,Texas,"Dental clinic"
renee@austinsmiles.org,"Austin Smiles",http://www.austinsmiles.org,Austin,Texas,"Cosmetic Dentists"
appointment_requests@lovettdental.com,"Lovett Dental Missouri City",https://www.lovettdentistrymissouricity.com,"Missouri City",Texas,"Dental clinic"
d.ripelle@horse-dental-equipment.com,"Dental Crown Retriever",http://www.horse-dental-equipment.us,Highlands,Texas,"Dental clinic"
infomidtown@polishdentistry.com,"polish DENTISTRY",http://polishdentistry.com,Houston,Texas,"Cosmetic dentist"
rmcdds@kids-teeth.com,"Cammarata Shisler & Taylor Pediatric Dentistry Group",http://www.kids-teeth.com,Houston,Texas,"Paediatric Dentist"
deerpark@tntdentistry.com,"Tots N' Teens Pediatric Dental Specialist Deer Park",https://tntdentistry.com,"Deer Park",Texas,"Paediatric Dentist"
justin@just-smile-dental.com,"Just Smile Dental",https://www.just-smile-dental.com,Houston,Texas,"Dental clinic"
confirm.pda@petersdentalassociates.com,"Peters Dental Associates",http://www.petersdentalassociates.com,Houston,Texas,"Cosmetic Dentist"
